v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,,,
ham,That's y we haf to combine n c how lor...,,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,,,
ham,You were supposed to wake ME up &gt;:(,,,
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",,,
ham,Ok pa. Nothing problem:-),,,
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,,,
ham,I had askd u a question some hours before. Its answer,,,
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",,,
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,,,
ham,U don't remember that old commercial?,,,
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,,,
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,,,
ham,No de.am seeing in online shop so that i asked.,,,
ham,Enjoy urself tmr...,,,
ham,No da..today also i forgot..,,,
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",,,
ham,"alright, I'll make sure the car is back tonight",,,
ham,Aaooooright are you at work?,,,
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,,,
ham,Ok i am on the way to home hi hi,,,
ham,No plans yet. What are you doing ?,,,
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,,,
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",,,
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,,,
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,,,
ham,Ya even those cookies have jelly on them,,,
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,,,
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),,,
ham,How do you guys go to see movies on your side.,,,
ham,2 and half years i missed your friendship:-),,,
ham,Wat happened to the cruise thing,,,
ham,Wat r u doing now?,,,
spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),,,
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",,,
ham,Also track down any lighters you can find,,,
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
ham,i dnt wnt to tlk wid u,,,
ham,"Haha just kidding, papa needs drugs",,,
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,,,
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,,,
ham,Just got to  &lt;#&gt;,,,
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,,,
ham,Asking do u knw them or nt? May be ur frnds or classmates?,,,
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",,,
ham,Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,,,
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",,,
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
ham,"Goodmorning, today i am late for 1hr.",,,
ham,Ok.,,,
ham,Can Ì_ send me a copy of da report?,,,
ham,Oh is it! Which brand?,,,
ham,have you ever had one foot before?,,,
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,,,
ham,Omg how did u know what I ate?,,,
ham,"\Pete can you please ring meive hardly gotany credit\""""",,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",,,
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,,,
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,,,
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,,,
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,,,
ham,Will you be here for food,,,
ham,Yup i thk so until e shop closes lor.,,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,K:)k..its good:)when are you going?,,,
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,
ham,Hahaha..use your brain dear,,,
ham,No da. . Vijay going to talk in jaya tv,,,
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,
ham,Why you Dint come with us.,,,
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"," don't miss ur best life for anything... Gud nyt...""",,
ham,You were supposed to wake ME up &gt;:(,,,
ham,Was actually about to send you a reminder today. Have a wonderful weekend,,,
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",,,
ham,I'm now but have to wait till 2 for the bus to pick me.,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
ham,Am not interested to do like that.,,,
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",,,
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,,,
ham,Hi! This is Roger from CL. How are you?,,,
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",,,
ham,I asked you to call him now ok,,,
ham,Wat u doing there?,,,
ham,I asked you to call him now ok,,,
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
ham,Should I have picked up a receipt or something earlier,,,
ham,"Alright if you're sure, let me know when you're leaving",,,
ham,She went to attend another two rounds today..but still did't reach home..,,,
ham,"Babe, I need your advice",,,
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
ham,Did u receive my msg?,,,
ham,Jordan got voted out last nite!,,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,,,
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",,,
ham,U come n search tat vid..not finishd..,,,
ham,Hi..i got the money da:),,,
ham,Have a nice day my dear.,,,
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,,,
ham,Aah bless! How's your arm?,,,
ham,I dont know why she.s not getting your messages,,,
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,,,
ham,Still work going on:)it is very small house.,,,
ham,If he started searching he will get job in few days.he have great potential and talent.,,,
ham,";-( oh well, c u later",,,
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,,,
ham,I might go 2 sch. Yar at e salon now v boring.,,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,,,
ham,Yo guess what I just dropped,,,
ham,"Sir, i am waiting for your call, once free please call me.",,,
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",,,
ham,How much for an eighth?,,,
ham,ÌÏ give me some time to walk there.,,,
ham,I have many dependents,,,
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,
ham,What he said is not the matter. My mind saying some other matter is there.,,,
ham,Nice.nice.how is it working?,,,
ham,Finish liao... U?,,,
ham,"They can try! They can get lost, in fact. Tee hee",,,
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,,,
ham,have you ever had one foot before?,,,
ham,Wat would u like 4 ur birthday?,,,
ham,Huh so early.. Then Ì_ having dinner outside izzit?,,,
ham,Then. You are eldest know.,,,
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,
ham,Are you coming to day for class.,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,,,
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,,
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",,,
ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON," CALL 2MWEN IM BK FRMCLOUD 9! J X\"""""
ham,Tell me again what your address is,,,
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,,,
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,,,
ham,"Sir, waiting for your letter.",,,
ham,If I die I want u to have all my stuffs.,,,
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,,,
ham,"Nope. Since ayo travelled, he has forgotten his guy",,,
ham,Call me when u finish then i come n pick u.,,,
ham,Where did u go? My phone is gonna die you have to stay in here,,,
ham,You should change your fb to jaykwon thuglyfe falconerf,,,
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",,,
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,,,
ham,IM GONNA MISS U SO MUCH,,,
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",,,
